Gene_id,Gene_Chr,Gene_Start,Gene_End,Gene,RPKM
ENSG00000167600.13_2,19,41698954,41713444,CYP2S1,29.9244227
ENSG00000167601.11_2,19,41725108,41767671,AXL,5.527197933
ENSG00000167604.13_3,19,36378555,36393205,NFKBID,1.843916785
ENSG00000167608.11_2,19,54663846,54676944,TMC4,125.8462988
ENSG00000167612.12_2,12,52281744,52285448,ANKRD33,0
ENSG00000167613.15_3,19,54862991,54882165,LAIR1,2.134137457
ENSG00000167614.13_3,19,54926393,54948080,TTYH1,0.366770403
ENSG00000167615.16_3,19,54960065,54973217,LENG8,102.6075741
ENSG00000167617.2_2,19,54976210,54984411,CDC42EP5,109.1850759
ENSG00000167618.9_3,19,55009100,55021897,LAIR2,0.052851908
ENSG00000167619.11_2,19,42817477,42829214,TMEM145,0.118696576
ENSG00000167625.10_3,19,42724423,42732353,ZNF526,3.648439814
ENSG00000167632.14_3,8,140742586,141468678,TRAPPC9,9.529374973
ENSG00000167633.18_2,19,55327923,55342233,KIR3DL1,0
ENSG00000167634.12_3,19,55434877,55477680,NLRP7,0.014556555
ENSG00000167635.11_2,19,36705504,36729676,ZNF146,10.86992664
ENSG00000167637.16_2,19,44331444,44356169,ZNF283,1.095509133
ENSG00000167641.10_2,19,38741877,38747231,PPP1R14A,0.189787996
ENSG00000167642.12_3,19,38734675,38783254,SPINT2,134.8195842
ENSG00000167644.11_3,19,38794801,38795649,C19orf33,94.51094598
ENSG00000167645.16_3,19,38795744,38807913,YIF1B,11.70534849
ENSG00000167646.13_3,19,55670029,55678090,DNAAF3,100.4384397
ENSG00000167653.4_2,8,143751726,143764142,PSCA,114.6273635
ENSG00000167654.17_2,19,3879862,3928077,ATCAY,0.010544948
ENSG00000167656.4_2,8,143866296,143868008,LY6D,36.85173271
ENSG00000167657.13_3,19,3958451,3971121,DAPK3,11.95193245
ENSG00000167658.15_2,19,3976054,3985467,EEF2,429.0974056
ENSG00000167664.8_2,19,4292229,4302428,TMIGD2,0.203157372
ENSG00000167670.15_2,19,4402659,4445015,CHAF1A,3.830097458
ENSG00000167671.11_2,19,4444996,4457819,UBXN6,30.08570037
ENSG00000167674.14_3,19,4472284,4502223,CTB-50L17.10,15.17460757
ENSG00000167676.4_3,19,4502192,4518477,PLIN4,5.148021274
ENSG00000167680.15_2,19,4542605,4559820,SEMA6B,10.83442542
ENSG00000167685.14_3,19,56643968,56672262,ZNF444,18.18866382
ENSG00000167693.16_2,17,702553,883010,NXN,10.2660426
ENSG00000167695.14_2,17,635652,646212,FAM57A,9.866544549
ENSG00000167699.13_3,17,660337,686630,GLOD4,12.08531545
ENSG00000167700.8_2,8,145734457,145736596,MFSD3,13.45444892
ENSG00000167701.13_2,8,145728356,145732557,GPT,5.064846623
ENSG00000167702.11_2,8,145691426,145699585,KIFC2,16.93087741
ENSG00000167703.14_2,17,1472561,1532180,SLC43A2,9.712392626
ENSG00000167705.11_3,17,1549439,1553371,RILP,7.12518103
ENSG00000167711.13_2,17,1646130,1658562,SERPINF2,8.711155839
ENSG00000167716.18_3,17,1619817,1641893,WDR81,12.56776683
ENSG00000167720.12_3,17,2206677,2228554,SRR,8.192710468
ENSG00000167721.10_3,17,2225797,2240801,TSR1,9.720061507
ENSG00000167723.14_3,17,3413796,3461289,TRPV3,0.052430389
ENSG00000167733.13_3,19,5680615,5688534,HSD11B1L,13.40068862
ENSG00000167740.9_3,17,4046462,4090605,CYB5D2,19.40052554
ENSG00000167741.10_2,17,4460222,4464113,GGT6,36.21052888
ENSG00000167747.13_2,19,51300961,51308186,C19orf48,4.855769003
ENSG00000167748.10_2,19,51322404,51327043,KLK1,0.071876816
ENSG00000167749.11_2,19,51409608,51413994,KLK4,0
ENSG00000167751.12_2,19,51364824,51383823,KLK2,0
ENSG00000167754.12_2,19,51446559,51456349,KLK5,0
ENSG00000167755.14_3,19,51461887,51472929,KLK6,0.086499529
ENSG00000167757.13_3,19,51525472,51531295,KLK11,74.09594651
ENSG00000167759.12_2,19,51559463,51568371,KLK13,2.824588167
ENSG00000167765.3,19,52095036,52097630,AC018755.1,0.58719154
ENSG00000167766.18_3,19,53097313,53193749,ZNF83,6.440486839
ENSG00000167767.13_2,12,52562780,52585784,KRT80,9.790420996
ENSG00000167768.4_2,12,53068520,53074191,KRT1,0.022899661
ENSG00000167769.4_2,19,6306153,6333640,ACER1,0.03942862
ENSG00000167770.11_3,11,63753325,63769283,OTUB1,19.34736387
ENSG00000167771.5_2,11,63678693,63684316,RCOR2,0.946798105
ENSG00000167772.11_3,19,8428173,8439257,ANGPTL4,0.413190336
ENSG00000167774.2_3,19,8373167,8386263,CTD-2550O8.5,32.76025487
ENSG00000167775.10_3,19,8367011,8373240,CD320,5.417192858
ENSG00000167778.8_2,12,53458100,53473204,SPRYD3,35.60283144
ENSG00000167779.7_2,12,53491220,53496129,IGFBP6,2.093662819
ENSG00000167780.11_2,12,53497302,53518322,SOAT2,0.055747902
ENSG00000167785.8_2,19,8916846,8943004,ZNF558,2.043251903
ENSG00000167791.12_3,11,67286383,67291988,CABP2,0
ENSG00000167792.11_2,11,67374323,67380006,NDUFV1,35.73584144
ENSG00000167797.7_2,11,67273968,67276120,CDK2AP2,62.74516158
ENSG00000167798.17_3,19,10148479,10184811,C3P1,0.005744541
ENSG00000167799.9_2,11,67395409,67397401,NUDT8,8.517183433
ENSG00000167800.9_2,11,67398774,67407031,TBX10,0.110415419
ENSG00000167807.15_3,19,10416103,10426685,CTD-2369P2.10,9.950067009
ENSG00000167815.11_3,19,12907634,12912673,PRDX2,46.48051284
ENSG00000167822.1_2,11,55904247,55905194,OR8J3,0
ENSG00000167825.3_2,11,55702932,55703876,OR5I1,0
ENSG00000167840.13_2,17,5008836,5026411,ZNF232,4.037552809
ENSG00000167842.15_2,17,5389605,5394134,MIS12,9.357365771
ENSG00000167850.3_2,17,72537247,72542282,CD300C,1.089160404
ENSG00000167851.13_2,17,72462555,72480935,CD300A,1.707533761
ENSG00000167858.12_2,17,6692452,6735080,TEKT1,58.97371634
ENSG00000167861.15_2,17,72946838,72969261,HID1,18.27115009
ENSG00000167862.9_3,17,73008765,73017356,MRPL58,12.67525165
ENSG00000167863.11_2,17,73034958,73043080,ATP5H,19.38820946
ENSG00000167874.6_2,17,7758383,7759417,TMEM88,2.051076827
ENSG00000167880.7_3,17,74000583,74023533,EVPL,15.21086343
ENSG00000167881.14_1,17,74034856,74068734,SRP68,11.38965178
ENSG00000167889.12_2,17,74864538,74946475,MGAT5B,0.00446088
ENSG00000167895.14_3,17,76126851,76139049,TMC8,2.708343187
ENSG00000167900.11_2,17,76170156,76183314,TK1,4.592237208
ENSG00000167904.14_3,8,56608983,56685966,TMEM68,6.036995883
ENSG00000167910.3_2,8,59402737,59412795,CYP7A1,0
ENSG00000167912.5_2,8,60031599,60033905,RP11-25K19.1,0.261500201
ENSG00000167914.11_3,17,38109516,38134019,GSDMA,0.11279569
ENSG00000167916.4_2,17,38854243,38860002,KRT24,0
ENSG00000167920.8_3,17,38975358,38992526,TMEM99,5.017216812
ENSG00000167925.15_3,17,40340817,40346550,GHDC,7.726057274
ENSG00000167930.15_3,16,284545,318970,FAM234A,19.63002402
ENSG00000167941.2_2,17,41831099,41836156,SOST,0
ENSG00000167945.1_2,16,855443,863861,PRR25,0.636190083
ENSG00000167962.13_3,16,2047655,2059824,ZNF598,12.44079488
ENSG00000167964.12_3,16,2190804,2204166,RAB26,4.133388791
ENSG00000167965.17_3,16,2254249,2259417,MLST8,9.943824156
ENSG00000167967.15_3,16,2273567,2285743,E4F1,7.916071529
ENSG00000167968.12_3,16,2285817,2288712,DNASE1L2,1.272444603
ENSG00000167969.12_2,16,2289396,2302301,ECI1,18.06654372
ENSG00000167970.6,16,2303738,2312343,AC009065.1,68.5920323
ENSG00000167971.15_2,16,2227181,2246526,CASKIN1,4.242359524
ENSG00000167972.13_3,16,2325882,2390747,ABCA3,3.102780808
ENSG00000167977.8_3,16,2732476,2759031,KCTD5,7.038498695
ENSG00000167978.16_3,16,2802330,2822539,SRRM2,79.32431485
ENSG00000167981.5_2,16,3482422,3493542,ZNF597,1.183305604
ENSG00000167984.17_3,16,3589033,3627401,NLRC3,8.325448116
ENSG00000167985.6_3,11,61197514,61215001,SDHAF2,9.796754283
ENSG00000167986.13_3,11,61066923,61110068,DDB1,16.69409902
ENSG00000167987.10_3,11,60897728,60929089,VPS37C,17.7037741
ENSG00000167992.12_2,11,61025758,61062896,VWCE,0.461733089
ENSG00000167994.11_3,11,61664773,61687741,RAB3IL1,0.07581418
ENSG00000167995.15_2,11,61717293,61732987,BEST1,99.66365283
ENSG00000167996.15_3,11,61727190,61735132,FTH1,677.8966083
ENSG00000168000.14_3,11,62457747,62477317,BSCL2,37.80568258
ENSG00000168002.11_3,11,62529016,62534182,POLR2G,10.08828306
ENSG00000168003.16_3,11,62623574,62656347,SLC3A2,14.32061119
ENSG00000168004.9_3,11,63228876,63258666,HRASLS5,0.409699319
ENSG00000168005.8_2,11,63580860,63595190,C11orf84,10.45307926
ENSG00000168010.10_3,11,72525353,72554719,ATG16L2,6.030011947
ENSG00000168014.16_3,11,73723759,73882255,C2CD3,5.724175643
ENSG00000168016.13_3,3,36868311,36986548,TRANK1,4.014252982
ENSG00000168026.18_3,3,39149195,39180394,TTC21A,17.65930452
ENSG00000168028.13_2,3,39448180,39454033,RPSA,107.239461
ENSG00000168032.8_2,3,40428647,40470110,ENTPD3,7.026555086
ENSG00000168036.16_3,3,41236328,41301587,CTNNB1,54.70882021
ENSG00000168038.10_3,3,41288090,42003922,ULK4,5.234989874
ENSG00000168040.4_2,11,70049269,70053496,FADD,14.68459102
ENSG00000168056.15_3,11,65306276,65326401,LTBP3,20.97118834
ENSG00000168060.15_3,11,64812290,64826021,NAALADL1,0.66920918
ENSG00000168061.14_3,11,64808373,64812300,SAC3D1,4.838961977
ENSG00000168062.9_2,11,64755415,64764517,BATF2,3.36557379
ENSG00000168065.15_3,11,64323098,64340347,SLC22A11,0.005455224
ENSG00000168066.20_3,11,64532078,64546258,SF1,52.9531421
ENSG00000168067.11_3,11,64552386,64570713,MAP4K2,2.595837779
ENSG00000168070.11_3,11,64704989,64739557,MAJIN,0.532354915
ENSG00000168071.21_3,11,64107695,64125006,CCDC88B,5.621524532
ENSG00000168077.13_2,8,27491385,27534293,SCARA3,14.53687062
ENSG00000168078.9_2,8,27667137,27695612,PBK,0.0526322
ENSG00000168079.16_3,8,27727399,27850244,SCARA5,0.051386116
ENSG00000168081.8_2,8,28174503,28200872,PNOC,0.026798851
ENSG00000168090.9_2,7,99686577,99689823,COPS6,21.98191232
ENSG00000168092.13_2,11,117014983,117047610,PAFAH1B2,9.355375369
ENSG00000168096.14_3,16,4746511,4784379,ANKS3,4.446143209
ENSG00000168101.14_3,16,4743695,4745860,NUDT16L1,20.11183757
ENSG00000168116.13_2,6,56911330,56920037,KIAA1586,1.182002567
ENSG00000168118.11_3,1,229406809,229441641,RAB4A,13.42598124
ENSG00000168122.4_2,21,14467626,14486111,ZNF355P,0
ENSG00000168124.2_3,16,3254247,3255188,OR1F1,0
ENSG00000168126.3_2,6,27905243,27906181,OR2W6P,0
ENSG00000168129.8_2,2,83083950,83084508,DHFRP3,0
ENSG00000168131.4_2,6,27878963,27880174,OR2B2,0
ENSG00000168135.4_3,22,38822332,38851205,KCNJ4,0.524219259
ENSG00000168137.15_3,3,9439299,9520924,SETD5,12.54616654
ENSG00000168140.4_2,16,4421849,4433529,VASN,4.670029205
ENSG00000168143.8_2,6,54711569,54806820,FAM83B,1.367240631
ENSG00000168148.3_2,1,228612546,228613026,HIST3H3,0.414574318
ENSG00000168152.12_3,4,83821837,83841122,THAP9,1.065309986
ENSG00000168158.3_2,16,3405889,3407294,OR2C1,0.162089207
ENSG00000168159.11_2,1,228674762,228683467,RNF187,34.50547393
ENSG00000168172.8_3,8,42752075,42885682,HOOK3,5.092199845
ENSG00000168175.14_2,14,55518349,55536910,MAPK1IP1L,7.790354528
ENSG00000168209.4_2,10,74033678,74035794,DDIT4,112.3707056
ENSG00000168214.20_3,4,26165077,26436753,RBPJ,9.824120336
ENSG00000168216.10_3,6,70385694,70507003,LMBRD1,33.26666724
ENSG00000168228.14_3,4,25314407,25372005,ZCCHC4,2.220705024
ENSG00000168229.3_2,14,52734431,52743442,PTGDR,0.159670962
ENSG00000168234.12_3,18,21572737,21715574,TTC39C,6.832484019
ENSG00000168237.17_2,3,52321105,52327492,GLYCTK,3.42262147
ENSG00000168243.10_2,1,235710987,235814054,GNG4,0.168781652
ENSG00000168246.5_3,5,171636644,171711075,UBTD2,6.213501444
ENSG00000168255.19_1,7,102178365,102213103,POLR2J3,2.747231839
ENSG00000168256.17_3,17,40163400,40177662,NKIRAS2,5.087361674
ENSG00000168259.14_3,17,40128451,40173394,DNAJC7,5.245798515
ENSG00000168263.8_2,9,2717502,2730037,KCNV2,0.156379752
ENSG00000168264.10_2,1,234740015,234745271,IRF2BP2,41.47646302
ENSG00000168267.6_2,10,23481256,23483181,PTF1A,0.017487525
ENSG00000168268.10_2,3,52558401,52569070,NT5DC2,7.056900033
ENSG00000168269.8_2,5,169532901,169536729,FOXI1,1.182858608
ENSG00000168273.7_2,3,52568029,52613253,SMIM4,3.454730307
ENSG00000168275.14_2,1,234509202,234519795,COA6,8.702526976
ENSG00000168280.12,2,149632819,149883273,KIF5C,0.049430089
ENSG00000168282.5_2,14,50087513,50090199,MGAT2,27.70264105
ENSG00000168283.13_3,10,22610140,22620413,BMI1,12.52424853
ENSG00000168286.2_2,16,67875985,67878098,THAP11,15.95497584
ENSG00000168288.12_2,2,150426148,150444330,MMADHC,26.38086922
ENSG00000168291.12_2,3,58413357,58419584,PDHB,9.089082704
ENSG00000168297.15_2,3,58318607,58411853,PXK,3.49571835
ENSG00000168298.6_2,6,26156582,26157335,HIST1H1E,0.075562807
ENSG00000168300.13_3,8,52730135,52811746,PCMTD1,8.612674098
ENSG00000168301.12_3,3,58477841,58488087,KCTD6,2.627728623
ENSG00000168303.6_2,7,40165622,40174258,MPLKIP,2.626556462
ENSG00000168306.12_2,3,58490863,58523046,ACOX2,1.572368216
ENSG00000168309.16_2,3,58549844,58613337,FAM107A,7.447033416
ENSG00000168310.10_3,4,185308867,185395734,IRF2,20.12204079
ENSG00000168314.17_3,3,39508689,39570970,MOBP,3.346171732
ENSG00000168329.13_3,3,39304985,39323226,CX3CR1,0.233820888
ENSG00000168333.13_2,8,49966870,49988649,C8orf22,0
ENSG00000168334.8_2,3,39224701,39234087,XIRP1,0.008810013
ENSG00000168348.3_2,14,36003248,36006260,INSM2,0
ENSG00000168350.7_2,14,100610294,100626500,DEGS2,37.70436857
ENSG00000168356.11_2,3,38887260,38992052,SCN11A,0.573219864
ENSG00000168367.9_2,16,86365450,86383289,LINC00917,0
ENSG00000168374.10_3,3,57557090,57583947,ARF4,78.44677266
ENSG00000168385.17_3,2,242254515,242293442,sep-02,43.15934906
ENSG00000168386.18_3,3,99548985,99833357,FILIP1L,0.318508175
ENSG00000168389.17_3,1,40420784,40435640,MFSD2A,8.417474152
ENSG00000168393.12_3,2,242615157,242626406,DTYMK,5.683488419
ENSG00000168394.10_2,6,32812986,32821755,TAP1,22.29566608
ENSG00000168395.15_3,2,242626500,242668893,ING5,6.830924871
ENSG00000168397.16_3,2,242576628,242613272,ATG4B,11.9390373
ENSG00000168398.6_3,14,96671016,96710503,BDKRB2,7.674266838
ENSG00000168404.12_3,16,74705753,74734858,MLKL,0.950907212
ENSG00000168405.15_2,6,25081296,25166783,CMAHP,26.43011714
ENSG00000168411.13_3,16,74655292,74700779,RFWD3,3.595597428
ENSG00000168412.6_3,4,187454809,187476721,MTNR1A,1.41441381
ENSG00000168418.7_2,16,84252273,84273356,KCNG4,0
ENSG00000168421.12_3,4,40192673,40248587,RHOH,1.163973683
ENSG00000168427.8_2,2,239047363,239061588,KLHL30,0.015291024
ENSG00000168434.12_3,16,23399814,23464501,COG7,16.34585493
ENSG00000168438.14_2,6,110501344,110575478,CDC40,4.292719748
ENSG00000168439.16_2,11,63952744,63972015,STIP1,34.5002544
ENSG00000168447.10_2,16,23289552,23392620,SCNN1B,64.12886965
ENSG00000168453.14_3,8,21971928,21990897,HR,1.968547033
ENSG00000168454.11_3,18,9885723,9889272,TXNDC2,0.016796685
ENSG00000168461.12_3,18,9708162,9862548,RAB31,10.82675962
ENSG00000168476.11_3,8,21995533,21999464,REEP4,13.48929486
ENSG00000168477.17_3,6,32008931,32083111,TNXB,0.687426625
ENSG00000168481.8_2,8,22004338,22014597,LGI3,0.151460407
ENSG00000168484.12_3,8,22014426,22021992,SFTPC,0
ENSG00000168487.17_3,8,22022249,22069839,BMP1,1.883638871
ENSG00000168488.18_3,16,28834356,28848558,ATXN2L,25.76890255
ENSG00000168490.13_2,8,22077217,22089854,PHYHIP,1.953796871
ENSG00000168491.9_2,4,186366336,186392913,CCDC110,1.866633279
ENSG00000168495.12_3,8,22102617,22112113,POLR3D,4.386548195
ENSG00000168496.3_3,11,61560109,61564716,FEN1,3.172906041
ENSG00000168497.4_2,2,192699028,192711981,SDPR,2.629042765
ENSG00000168502.17_3,18,8705659,8832776,MTCL1,0.431862472
ENSG00000168505.6_2,2,237073879,237077012,GBX2,0
ENSG00000168509.19_3,1,145398250,145417545,HFE2,0.141375574
ENSG00000168515.3_2,11,61957688,61961011,SCGB1D1,0
ENSG00000168517.10_3,17,43238067,43247407,HEXIM2,10.42759318
ENSG00000168522.12_3,8,42889337,42940931,FNTA,5.789300889
ENSG00000168528.11_2,1,31882412,31907527,SERINC2,50.36828484
ENSG00000168530.15_2,2,211154874,211179914,MYL1,0.021227405
ENSG00000168538.15_2,4,184580420,184634747,TRAPPC11,6.501182755
ENSG00000168539.3_3,11,62676151,62689279,CHRM1,0.052591714
ENSG00000168542.14_3,2,189839046,189877472,COL3A1,0.669204009
ENSG00000168546.10_2,8,21547915,21669869,GFRA2,0.019935044
ENSG00000168556.6_3,4,184426147,184432249,ING2,7.471391745
ENSG00000168564.5_2,4,184365744,184369351,CDKN2AIP,5.915126562
ENSG00000168566.12_2,6,7590432,7612200,SNRNP48,2.606606088
ENSG00000168569.7_3,11,62539101,62559493,TMEM223,14.39352159
ENSG00000168575.9_3,8,42273993,42397069,SLC20A2,22.91928819
ENSG00000168582.4_2,2,209025464,209028300,CRYGA,0
ENSG00000168589.14_2,16,80574631,80584657,DYNLRB2,36.6402708
ENSG00000168591.15_3,17,42264338,42269099,TMUB2,16.23550085
ENSG00000168594.15_3,4,175750819,175899331,ADAM29,0.00956427
ENSG00000168610.14_3,17,40465342,40540586,STAT3,40.80080293
ENSG00000168612.4_2,20,44509866,44513905,ZSWIM1,4.187172808
ENSG00000168614.13,1,144811744,144830413,NBPF9,1.380230414
ENSG00000168615.11_2,8,38854388,38962663,ADAM9,16.39259289
ENSG00000168619.15_3,8,39442008,39587583,ADAM18,0
ENSG00000168621.14_3,5,37812779,37839788,GDNF,0.380006823
ENSG00000168630.3_2,20,44378559,44378713,SPINT5P,0
ENSG00000168631.12_3,6,30902300,30921998,DPCR1,0.010027166
ENSG00000168634.4_2,20,44330655,44337456,WFDC13,0.124579496
ENSG00000168646.12_3,17,63524681,63557765,AXIN2,8.470928979
ENSG00000168653.10_2,1,39491990,39500308,NDUFS5,76.62427115
ENSG00000168658.18_1,2,98703579,98929762,VWA3B,39.06656235
ENSG00000168661.14_2,19,35417807,35436074,ZNF30,1.349119548
ENSG00000168671.9_3,5,36035119,36071460,UGT3A2,0.148040272
ENSG00000168672.3_2,8,127564687,127570638,FAM84B,13.35797732
ENSG00000168675.18_3,18,13217497,13652754,LDLRAD4,4.319226665
ENSG00000168676.10_3,16,67323331,67360666,KCTD19,0.038584828
ENSG00000168679.17_3,1,110905470,110933704,SLC16A4,1.160355536
ENSG00000168685.14_2,5,35852797,35879705,IL7R,1.917948628
ENSG00000168701.18_2,16,67261006,67263181,TMEM208,17.59924156
ENSG00000168702.17_3,2,140988992,142889270,LRP1B,0.020061393
ENSG00000168703.5_2,20,43752066,43753106,WFDC12,0
ENSG00000168710.17_2,1,110527308,110566363,AHCYL1,24.82111845
ENSG00000168724.14_2,5,34929698,34959069,DNAJC21,3.576096458
ENSG00000168734.13_2,20,43160426,43252888,PKIG,33.56602201
ENSG00000168743.12_2,4,106815932,106925184,NPNT,3.301848832
ENSG00000168746.8_3,20,43064812,43093989,LINC01620,0.033143895
ENSG00000168748.13_2,16,66878282,66888056,CA7,0.030598473
ENSG00000168754.14_2,2,97541619,97652329,FAM178B,0.924125666
ENSG00000168757.8,Y,6114264,6117060,TSPY2,0
ENSG00000168758.10_3,2,97525453,97536494,SEMA4C,16.75362548
ENSG00000168763.15_2,2,97481982,97499648,CNNM3,16.7400877
ENSG00000168765.16_2,1,110198703,110217458,GSTM4,6.803204251
ENSG00000168769.13_3,4,106067032,106200973,TET2,4.165692131
ENSG00000168772.10_2,4,105389469,105416058,CXXC4,4.606708135
ENSG00000168778.11_2,12,124155660,124192950,TCTN2,23.28182421
ENSG00000168779.19_3,3,157813743,157824292,SHOX2,0.011293232
ENSG00000168781.21_3,15,43825660,43882451,PPIP5K1,3.8347446
ENSG00000168785.7_2,4,99391518,99579780,TSPAN5,1.303585541
ENSG00000168792.4_2,17,27887565,27894155,ABHD15,11.84057822
ENSG00000168795.4_2,9,37438111,37465396,ZBTB5,4.814560906
ENSG00000168802.12_3,16,69151913,69166487,CHTF8,26.11254491
ENSG00000168803.14_2,15,43622872,43646753,ADAL,1.444785181
ENSG00000168806.7_2,15,43615847,43622803,LCMT2,2.768051233
ENSG00000168807.16_3,16,69221032,69342955,SNTB2,2.775155988
ENSG00000168811.6_2,3,159706537,159713806,IL12A,2.066716846
ENSG00000168813.16_2,19,32836500,32878573,ZNF507,3.381252394
ENSG00000168818.9_3,4,4417469,4544073,STX18,8.254443031
ENSG00000168824.14_2,4,4349867,4420785,NSG1,1.628773217
ENSG00000168826.15_3,4,4291978,4323513,ZBTB49,2.080579643
ENSG00000168827.14_2,3,158362067,158410364,GFM1,4.459795162
ENSG00000168828.5_2,9,35869260,35870598,OR13J1,0.12764979
ENSG00000168830.7_3,6,87647024,87726401,HTR1E,0
ENSG00000168843.13_2,4,162305049,163085187,FSTL5,0
ENSG00000168852.12_2,13,41396432,41495885,TPTE2P5,0.699894079
ENSG00000168872.16_3,16,70380732,70407286,DDX19A,4.020528253
ENSG00000168874.12_2,2,85978467,86015189,ATOH8,1.987913683
ENSG00000168875.2_3,3,137483126,137485180,SOX14,0
ENSG00000168876.8_3,11,94226795,94232749,ANKRD49,3.094324796
ENSG00000168878.16_2,2,85884437,85895864,SFTPB,0.11089899
ENSG00000168883.19_3,2,85829979,85876405,USP39,8.873409995
ENSG00000168884.14_2,4,2743375,2758103,TNIP2,11.99515953
ENSG00000168887.10_2,2,85833777,85839189,C2orf68,7.946457354
ENSG00000168890.13_2,2,85825671,85830319,TMEM150A,5.809763869
ENSG00000168894.9_2,2,85822848,85824736,RNF181,21.4587842
ENSG00000168899.4_2,2,85811531,85820535,VAMP5,13.70445445
ENSG00000168903.8_2,5,180415845,180433727,BTNL3,0.023350146
ENSG00000168904.14_3,15,99791567,99930934,LRRC28,0.948651584
ENSG00000168906.12_2,2,85766288,85772403,MAT2A,44.34654321
ENSG00000168907.13_2,15,42431232,42448834,PLA2G4F,0.275396282
ENSG00000168913.6_2,9,34521038,34523039,ENHO,1.658680428
ENSG00000168916.15_3,5,123972606,124084500,ZNF608,4.934430309
ENSG00000168917.8_2,3,136537489,136574734,SLC35G2,0.411990913
ENSG00000168918.13_3,2,233924677,234116549,INPP5D,1.442075839
ENSG00000168924.14_2,4,1813206,1857974,LETM1,7.584745991
ENSG00000168925.10_2,16,75252898,75258822,CTRB1,0
ENSG00000168928.12_3,16,75237994,75241083,CTRB2,0
